time_days,suction_MPa,mean_stress_MPa,radial_stress_MPa,axial_stress_MPa,swelling_stress_MPa,saturation,porosity,void_ratio,permeability_m2,dry_density
0.0,100.0,0.14376414143943986,0.14376414143943986,0.14376414143943986,-0.006235858560560158,1.75535717072961e-08,0.4964028776978417,0.9857142857142857,1.2263999999999998e-20,1399.9999999999998
10.0,50.0,0.13811607652513017,0.13811607652513017,0.13811607652513017,-0.011883923474869895,7.021428483078294e-08,0.4964028776978414,0.9857142857142845,1.2263999999999971e-20,1400.0000000000005
16.0,19.999999999999996,2.9181068600988684,2.9181068600988684,2.9181068600988684,2.7681068600988676,4.388391994236684e-07,0.4964028776978413,0.9857142857142841,1.226399999999996e-20,1400.0000000000007
18.0,9.999999999999998,4.2835327626448505,4.283532762644851,4.283532762644851,4.13353276264485,1.7553556420635272e-06,0.49640287769784125,0.985714285714284,1.2263999999999955e-20,1400.000000000001
19.0,5.000000000000004,4.713169718915182,4.713169718915182,4.713169718915182,4.56316971891518,7.021404080487236e-06,0.49640287769784125,0.985714285714284,1.2263999999999955e-20,1400.000000000001
19.6,2.0000000000000018,4.881883820836756,4.881883820836756,4.881883820836756,4.731883820836757,4.388296668134117e-05,0.49640287769784125,0.985714285714284,1.2263999999999949e-20,1400.000000000001
19.8,1.0000000000000009,4.925488268291479,4.925488268291479,4.925488268291479,4.775488268291479,0.00017552031277467958,0.49640287769784114,0.9857142857142833,1.226399999999994e-20,1400.0000000000011
19.9,0.5000000000000004,4.945002272382747,4.945002272382747,4.945002272382747,4.795002272382748,0.0007018964284457584,0.4964028776978411,0.9857142857142832,1.2263999999999937e-20,1400.0000000000014
19.98,0.10000000000000009,4.959501020377735,4.959501020377735,4.959501020377735,4.809501020377737,0.01740040540019216,0.4964028776978411,0.9857142857142832,1.2263999999999937e-20,1400.0000000000014
20.0,1.2116903504194742e-33,4.962965015621934,4.962965015621934,4.962965015621934,4.812965015621933,0.9999999999999999,0.4964028776978411,0.9857142857142832,1.2263999999999937e-20,1400.0000000000014
100.0,-0.0,5.030186018760512,5.030186018760512,5.030186018760512,4.8801860187605115,0.9999999999999999,0.496402877697841,0.9857142857142831,1.2263999999999916e-20,1400.0000000000018
200.0,-0.0,5.030186018760512,5.030186018760512,5.030186018760512,4.8801860187605115,0.9999999999999999,0.496402877697841,0.9857142857142831,1.2263999999999916e-20,1400.0000000000018
