time_days,suction_MPa,mean_stress_MPa,radial_stress_MPa,axial_stress_MPa,swelling_stress_MPa,saturation,porosity,void_ratio,permeability_m2,dry_density
0.0,100.0,0.1092803837051983,0.1092803837051983,0.1092803837051983,-0.040719616294801614,1.7553571707296094e-08,0.424460431654676,0.7374999999999993,5.870299999999994e-21,1599.999999999999
1.0,109.76579160203666,0.06653117538013427,-9.678159343587293e-05,0.19978708932727454,-0.048238034536989736,1.4568913120241732e-08,0.4248438578017117,0.7386582992540561,5.8940734398020185e-21,1598.9340753112401
5.0,91.56761649770455,0.06274057307426689,0.003074417223669085,0.1820728847754625,-0.04190228657215922,2.093536044417348e-08,0.42497824561151687,0.7390646394995393,5.9024264897504974e-21,1598.5604771999815
10.0,88.27613009438568,0.03921077095530105,0.022688208365480366,0.0722558961349424,-0.035760018322833764,2.2525705076485938e-08,0.42537183928019695,0.7402558182100901,5.92695448748709e-21,1597.4662868010514
15.0,87.13669763475956,-0.0013547681638565628,0.041654391526913345,-0.08737308754539638,-0.03078758076944502,2.3118675457684988e-08,0.42597535409232534,0.7420854786099875,5.9647471932305e-21,1595.7885156233347
20.0,86.52598075825502,-0.052988527876850156,0.0398111657306324,-0.2385879150918153,-0.0260769101662145,2.3446182845625462e-08,0.4267212149835069,0.7443520083709887,6.011751821159896e-21,1593.7150223458498
50.0,85.05193904811988,-0.44939007791775865,-0.37281110312646615,-0.6025480275003438,0.04964735110367551,2.4265885755914404e-08,0.4329332140011076,0.763460715193348,6.416202340646864e-21,1576.4456650769193
100.0,78.96187273058966,-0.43270197930089577,-0.4666063563040404,-0.3648932252946061,2.2847034000243664,2.814813860910642e-08,0.4612209987255165,0.8560485795372438,8.593141570090337e-21,1497.8056235430631
150.0,71.30303164068872,-0.10766042259768133,-0.15469930888836586,-0.013582650016312299,4.921183773014415,3.451487246289173e-08,0.489192589087169,0.9576849877979735,1.1407027949182144e-20,1420.044602337669
200.0,65.9237205429647,0.03745132882135977,-0.038379396789138744,0.18911278004235701,6.616095502980582,4.037694439545295e-08,0.5071327269215957,1.0289438041890886,1.365095864071544e-20,1370.1710191579625
205.0,65.54508371477002,0.11093740887121445,-0.033780850915592686,0.4003739284448292,6.730580423321247,4.0844910430951494e-08,0.507598744885977,1.0308640354063168,1.3714582600760694e-20,1368.8754892169825
210.0,65.29867783302429,0.3144976278820806,-0.03173786217257824,1.0069686079913986,6.805359569308179,4.1154015542179934e-08,0.5061327926853894,1.0248357963215913,1.3515532412242244e-20,1372.9508363346163
215.0,65.33060416621434,0.8119639704136178,-0.03437173988798121,2.5046353910168153,6.796920837546595,4.1114355365872676e-08,0.5003283043677711,1.0013140803076936,1.2754284683902755e-20,1389.0873138575953
220.0,65.67267137870344,1.6364330024858198,-0.04172353311958839,4.992746073696636,6.693302607082571,4.0687991737844644e-08,0.48950717079609196,0.9588913747514488,1.1443473676121561e-20,1419.170065186863
225.0,64.63414024412043,0.8236411236288343,-0.026337029661600057,2.523597430209705,7.009835967371199,4.2005160617920186e-08,0.5026338035288236,1.0105910033593375,1.3051629520449607e-20,1382.6780261898691
230.0,63.850667724870064,0.33779048840109277,-0.015903107414119072,1.0451776800315162,7.241966535790713,4.304184854877926e-08,0.5108030655568186,1.0441665300667309,1.4159796266513017e-20,1359.967477752043
235.0,63.32206325591196,0.14583115849905787,-0.01026012845278027,0.4580137324027349,7.39604025565536,4.376335013169247e-08,0.5146930190989054,1.0605514434250425,1.47189586695097e-20,1349.1534069050417
240.0,62.97683668651028,0.1496851884899169,-0.00785678994588047,0.4647691453615129,7.496009847367148,4.4244586070092027e-08,0.5157681206482808,1.065126321998423,1.4877264721680653e-20,1346.1646245977781
