t,e,phi,sigma_zz_Pa,sigma_axial_MPa,saturation,micro_pressure_Pa
0.0,0.8299935950224172,0.45354999999999995,1000.0000000000023,-0.0010000000000000022,2.1432278174415835e-08,202728040.70345643
0.1,0.8299935950224172,0.45354999999999995,1000.0000000000023,-0.0010000000000000022,2.1432278174415835e-08,1075468091.09419
